Game_Title,Platform,Release_Date,Meta_Score,User_Score
Metro Redux,Switch,,80,8.2
Dragon Quest IV: Chapters of the Chosen,DS,,80,8.1
The Elder Scrolls Online: Elsweyr,PC,2019-05-20,80,8.0
The Elder Scrolls: Legends,PC,,80,5.5
Watch Dogs,PlayStation4,2014-05-27,80,6.4
Age of Empires III: The WarChiefs,PC,,80,7.8
Ace Combat 6: Fires of Liberation,Xbox360,,80,8.0
Crash Team Racing: Nitro-Fueled,Switch,,80,6.4
Phoenix Wright: Ace Attorney Trilogy,XboxOne,,80,7.3
Sleeping Dogs,PC,,80,8.2
LEGO Marvel Super Heroes,Xbox360,,80,7.8
Youropa,PC,,80,7.8
LEGO Dimensions,XboxOne,,80,7.0
Bully: Scholarship Edition,Xbox360,,80,8.3
Endless Space 2,PC,2017-05-19,80,7.8
ABZU,Switch,,80,7.8
Pokemon Black Version 2,DS,,80,7.8
Tom Clancy's Ghost Recon 2,Xbox,,80,8.6
Soul Reaver 2,PlayStation2,,80,8.6
Rocket Riot,Xbox360,,80,7.6
The Chronicles of Riddick: Assault on Dark Athena,PlayStation3,,80,8.0
Detroit: Become Human,PC,,80,7.4
Leap of Fate,PC,,80,7.5
Metal Gear Solid V: Ground Zeroes,PC,,80,7.6
Trials Fusion,PC,,80,6.9
Syberia II,PC,,80,8.3
Shenmue II,Xbox,,80,9.0
Tiger Woods PGA Tour 2002,PlayStation2,,80,7.6
Ecks vs. Sever,GameBoyAdvance,,80,8.0
Tom Clancy's Ghost Recon,PC,,80,7.6
Conquest: Frontier Wars,PC,,80,8.1
"Gabriel Knight 3: Blood of the Sacred, Blood of the Damned",PC,,80,8.3
Jet Force Gemini,Nintendo64,,80,8.8
Star Ocean: The Second Story,PlayStation,1999-05-31,80,8.6
Sid Meier's Pirates!,Xbox,,80,6.4
Ghostrunner,PC,,80,8.3
Tyranny,PC,,80,7.8
Gitaroo Man Lives!,PSP,,80,8.4
Football Manager 2017,PC,,80,5.3
Super Time Force,XboxOne,2014-05-14,80,6.5
SoulCalibur VI,PC,,80,5.1
Mutazione,PC,,80,7.4
SpellForce 3: Soul Harvest,PC,2019-05-28,80,8.6
King's Quest Chapter 3: Once Upon a Climb,XboxOne,,80,5.7
Life is Strange: Episode 5 - Polarized,XboxOne,,80,8.4
Westerado: Double Barreled,PC,,80,7.7
Anomaly: Warzone Earth,PC,,80,7.3
Assassin's Creed: Revelations,Xbox360,,80,7.3
Tiger Woods PGA Tour 06,PSP,,80,7.9
Age of Empires: The Age of Kings,DS,,80,8.0
Madden NFL 07,Xbox360,,80,6.0
Vitamin Connection,Switch,,80,7.8
Children of Morta,Switch,,80,8.3
Five Nights at Freddy's VR: Help Wanted,PlayStation4,2019-05-28,80,7.9
NBA 2K18,PlayStation4,,80,1.7
Volume,PC,,80,7.3
GRID 2,PC,2013-05-27,80,5.8
The Evil Within 2,PC,,80,8.9
Genshin Impact,PlayStation4,,80,6.2
Mighty Switch Force! Hyper Drive Edition,WiiU,,80,7.7
FIFA 07 Soccer,PSP,,80,8.4
Metal Slug Anthology,PlayStation2,,80,8.6
"Snipperclips - Cut it out, together!",Switch,,80,8.2
The Banner Saga,PC,,80,8.0
Resident Evil 4,Switch,2019-05-21,80,8.7
WWE SmackDown vs. Raw 2010,Xbox360,,80,8.2
Sam & Max Episode 202: Moai Better Blues,PC,,80,6.9
Final Fantasy Tactics A2: Grimoire of the Rift,DS,,80,8.8
Embracelet,Switch,,80,tbd
Going Under,PlayStation4,,80,tbd
Trine 4: The Nightmare Prince,Switch,,80,7.7
Pinball FX3: Bethesda Pinball,Switch,,80,8.0
Age of Wonders III - Eternal Lords,PC,,80,8.4
Game of Thrones: Episode Three - The Sword in the Darkness,XboxOne,,80,7.8
Pro Evolution Soccer 2013,PC,,80,7.0
Red Dead Redemption: Liars and Cheats,PlayStation3,,80,7.8
FIFA 07 Soccer,GameCube,,80,8.3
Tiger Woods PGA Tour 10,Xbox360,,80,6.9
Hot Shots Golf Fore!,PlayStation2,,80,8.4
Assassin's Creed: Revelations,PlayStation3,,80,7.6
Osmos,PC,,80,7.6
Assassin's Creed: The Rebel Collection,Switch,,80,8.2
Subnautica,PlayStation4,,80,7.7
Hand of Fate 2,PC,,80,7.5
Battlefield 4,PlayStation3,,80,5.9
Disney Infinity 3.0 Edition,PlayStation4,,80,6.0
Eternal Sonata,PlayStation3,,80,7.9
Dungeon Siege II,PC,,80,7.8
Street Fighter Alpha 3 MAX,PSP,,80,8.2
Dead Island,PC,,80,6.9
Sam & Max Episode 104: Abe Lincoln Must Die!,PC,,80,7.5
SSX On Tour,GameCube,,80,7.6
Transpose,PlayStation4,,80,tbd
SSX On Tour,GameCube,,80,7.6
Transpose,PlayStation4,,80,tbd
BlazBlue: Chrono Phantasma Extend,PlayStation4,,80,7.6
Deus Ex: Invisible War,PC,,80,6.4
EyeToy: Play,PlayStation2,,80,7.5
The Sims: Makin' Magic,PC,,80,7.8
The Mark of Kri,PlayStation2,,80,7.6
Broken Sword: The Shadow of the Templars,GameBoyAdvance,,80,8.5
Bomberman Online,Dreamcast,,80,7.8
Project Justice,Dreamcast,2001-05-16,80,8.7
Uncharted: Golden Abyss,PlayStationVita,,80,7.5
Spider-Man 2,PlayStation2,,80,8.7
Pix the Cat,PlayStation4,,80,6.0
Yakuza Kiwami,PlayStation4,,80,7.9
Condemned 2: Bloodshot,Xbox360,,80,8.4
Shin Megami Tensei: Strange Journey Redux,3DS,2018-05-15,80,4.2
Far Cry 3: Blood Dragon,Xbox360,2013-05-01,80,8.4
Driver: San Francisco,Xbox360,,80,7.7
Under Night In-Birth Exe:Late[cl-r],PlayStation4,,80,6.3
Sine Mora EX,XboxOne,,80,8.1
Flinthook,PC,,80,7.5
LEGO Star Wars: The Complete Saga,Wii,,80,8.6
Tom Clancy's Splinter Cell: Double Agent,PC,,80,5.8
Blood & Truth,PlayStation4,2019-05-28,80,7.9
Medal of Honor: Pacific Assault,PC,,80,7.1
Assassin's Creed: Revelations,PC,,80,7.5
N++,Switch,2018-05-24,80,8.5
"Guns, Gore & Cannoli 2",PC,,80,7.9
Battle Brothers,PC,,80,7.9
BoxBoxBoy!,3DS,,80,7.9
Space Invaders Extreme,Xbox360,2009-05-06,80,8.0
Trine 4: The Nightmare Prince,XboxOne,,80,6.9
LEGO The Lord of the Rings,Xbox360,,80,8.4
Star Wars: Squadrons,PC,,80,5.6
Etrian Odyssey Untold: The Millennium Girl,3DS,,80,8.1
Metro: Last Light,PlayStation3,2013-05-14,80,8.1
Wii Sports Resort,Wii,,80,8.1
Torchlight II,PlayStation4,,80,4.6
Overcooked!,XboxOne,,80,6.9
Dariusburst: Chronicle Saviours,PC,,80,8.6
Dariusburst: Chronicle Saviours,PlayStation4,,80,7.1
Grandia II Anniversary Edition,PC,,80,7.8
Assassin's Creed III,PC,,80,6.4
TMNT,GameBoyAdvance,,80,7.3
Madden NFL 07,PC,,80,7.3
Outlast,PC,,80,8.3
The Chronicles of Riddick: Assault on Dark Athena,PC,,80,7.8
From Dust,Xbox360,,80,7.6
Hearts of Iron II: Doomsday,PC,,80,8.8
Dishonored: The Brigmore Witches,PC,,80,8.7
NBA Street Homecourt,Xbox360,,80,7.8
Disgaea 4: A Promise Unforgotten,PlayStation3,,80,8.7
Virginia,XboxOne,,80,5.7
Oxenfree,PC,,80,7.7
Injustice: Gods Among Us - Ultimate Edition,PlayStation4,,80,7.1
Mutant Mudds,3DS,,80,6.8
"Codename: Panzers, Phase Two",PC,,80,7.9
Tokyo Mirage Sessions #FE,WiiU,,80,7.9
Full Spectrum Warrior,PC,,80,7.1
Mega Man Zero / ZX Legacy Collection,XboxOne,,80,7.9
Duke Nukem 3D,Xbox360,,80,8.1
Mega Man Anniversary Collection,Xbox,,80,8.7
Pro Evolution Soccer 2008,PSP,,80,6.6
Baten Kaitos: Eternal Wings and the Lost Ocean,GameCube,,80,8.3
The Banner Saga 1,Switch,2018-05-17,80,8.0
Tetris,PlayStation3,,80,7.3
Gunman Clive 2,3DS,,80,7.7
Renegade Ops,PlayStation3,,80,7.3
Darwinia+,Xbox360,,80,6.3
The Darkness II,Xbox360,,80,7.6
Neon Abyss,PlayStation4,,80,tbd
Pokemon Sword / Shield Dual Pack,Switch,,80,4.3
Dragon Age: Origins - Awakening,PlayStation3,,80,7.8
AI War: Fleet Command,PC,2009-05-14,80,7.9
Final Fantasy Crystal Chronicles,GameCube,,80,8.9
NFL Street,PlayStation2,,80,8.8
The King of Fighters EX2: Howling Blood,GameBoyAdvance,,80,8.1
Freedom Fighters,PC,,80,7.8
Wakeboarding Unleashed Featuring Shaun Murray,Xbox,,80,7.4
NBA Live 2003,PC,,80,7.8
Colin McRae Rally 2.0,GameBoyAdvance,,80,tbd
Capcom vs. SNK,Dreamcast,,80,8.6
Starcraft 64,Nintendo64,,80,8.2
Final Fantasy Anthology,PlayStation,,80,8.7
New Super Mario Bros. U Deluxe,Switch,,80,7.0
Luftrausers,PlayStation3,,80,7.3
The Elder Scrolls III: Tribunal,PC,,80,7.9
Trials Fusion,XboxOne,,80,7.0
Super Mega Baseball 3,PlayStation4,2020-05-13,80,6.4
Xenoblade Chronicles 2: Torna ~ The Golden Country,Switch,,80,8.7
Call of Duty: Modern Warfare,PlayStation4,,80,3.3
Ghost Giant,PlayStation4,,80,7.1
Elite: Dangerous,PC,,80,6.7
Pure,PC,,80,7.0
South Park: The Fractured But Whole,Switch,,80,8.0
IL-2 Sturmovik: Birds of Prey,Xbox360,,80,8.1
God of War: Ascension,PlayStation3,,80,7.6
Tiger Woods PGA Tour 07,Xbox360,,80,7.8
Life is Strange: Episode 3 - Chaos Theory,XboxOne,2015-05-19,80,8.4
Final Fantasy VIII Remastered,Switch,,80,7.1
Life is Strange: Before the Storm - Farewell,PlayStation4,,80,7.7
Darkstalkers Resurrection,PlayStation3,,80,7.4
The Walking Dead: The Telltale Series - A New Frontier Episode 2: Ties That Bind Part Two,PC,,80,7.1
Buzz! Quiz TV,PlayStation3,,80,7.2
OkunoKA,Switch,,80,8.1
The Gardens Between,PC,,80,6.6
Goodbye Deponia,PC,,80,7.8
Tekken 6,Xbox360,,80,6.9
Mega Man X Legacy Collection 1 + 2,PlayStation4,,80,8.6
Game of Thrones: Episode One - Iron From Ice,XboxOne,,80,7.9
Naruto Shippuden: Ultimate Ninja Storm 4,XboxOne,,80,8.2
LEGO Dimensions,PlayStation4,,80,7.1
Borderlands: The Handsome Collection,XboxOne,,80,7.9
NCAA Football 10,PlayStation3,,80,6.9
Sid Meier's Civilization VI: Gathering Storm,PC,,80,6.8
The Banner Saga 2,Switch,,80,8.3
Read Only Memories,PC,,80,4.3
PixelJunk Eden,PlayStation3,,80,7.8
Sly Cooper Collection,PlayStationVita,2014-05-27,80,7.9
Super Street Fighter IV: Arcade Edition,PlayStation3,,80,7.2
SWAT 4: The Stetchkov Syndicate,PC,,80,8.0
Thronebreaker: The Witcher Tales,PlayStation4,,80,7.4
Dropsy,PC,,80,7.4
Company of Heroes 2: The British Forces,PC,,80,6.3
WWE SmackDown! vs. Raw,PlayStation2,,80,8.6
Phoenix Wright: Ace Attorney Trilogy,PlayStation4,,80,7.6
Darkwood,PC,,80,8.2
Ground Control II: Operation Exodus,PC,,80,7.8
Pokemon White Version 2,DS,,80,7.8
Pokemon Shield,Switch,,80,4.6
Bloodstained: Curse of the Moon 2,PC,,80,8.0
Shin Megami Tensei: Strange Journey,DS,,80,4.5
NBA Live 2004,PC,,80,8.8
NHL 2003,Xbox,,80,7.4
MLB Slugfest 20-03,GameCube,,80,tbd
MDK 2: Armageddon,PlayStation2,,80,7.9
Jarrett & Labonte Stock Car Racing,PlayStation,,80,7.7
Fur Fighters,Dreamcast,,80,8.8
Skate 3,Xbox360,2010-05-11,80,8.2
Tiger Woods PGA Tour 12: The Masters,PlayStation3,,80,7.2
Puppeteer,PlayStation3,,80,8.4
Tomb Raider: Legend,Xbox360,,80,7.3
Valfaris,PlayStation4,,80,6.1
Under Night In-Birth Exe:Late,PlayStation3,,80,8.3
Brutal Legend,PC,,80,7.7
Tomb Raider: Underworld,PC,,80,7.7
Sega Ages: Thunder Force AC,Switch,2020-05-28,80,tbd
The Walking Dead: The Telltale Series - A New Frontier Episode 1: Ties That Bind Part One,PlayStation4,,80,6.9
Titan Quest: Immortal Throne,PC,,80,8.5
Peter Jackson's King Kong: The Official Game of the Movie,Xbox360,,80,7.5
Prison Architect,PlayStation4,,80,6.9
Metro Exodus,PlayStation4,,80,7.1
La-Mulana (Remake),PC,,80,7.1
X-Men Legends II: Rise of Apocalypse,PC,,80,8.3
NFL Blitz,PlayStation3,,80,6.2
The End Is Nigh,Switch,,80,8.1
Life is Strange 2: Episode 1 - Roads,PC,,80,5.8
Ironcast,Switch,,80,7.9
Wonder Boy: The Dragon's Trap,XboxOne,,80,7.6
SpellForce 2: Shadow Wars,PC,2006-05-05,80,7.6
Fritz 8 Deluxe,PC,,80,6.7
Trine,PC,,80,8.1
Mega Man X Legacy Collection 1 + 2,Switch,,80,8.7
Dishonored: Definitive Edition,PlayStation4,,80,7.5
Etrian Odyssey V: Beyond the Myth,3DS,,80,8.0
Sleeping Dogs,Xbox360,,80,8.0
Lumines Supernova,PlayStation3,,80,8.1
Test Drive Unlimited,PSP,,80,7.5
FIFA Soccer 06,Xbox,,80,7.5
Hoyle Majestic Chess,PC,,80,7.2
Ace Combat 7: Skies Unknown,PlayStation4,,80,8.0
MLB 15: The Show,PlayStation4,,80,7.7
Monster Hunter Generations Ultimate,Switch,,80,8.5
Dishonored: The Knife of Dunwall,PC,,80,8.3
The Walking Dead: 400 Days,Xbox360,,80,7.7
NBA 2K7,PlayStation3,,80,7.4
Company of Heroes 2,PC,,80,2.1
RiME,PlayStation4,2017-05-26,80,7.8
Natural Selection 2,PC,,80,8.5
Trine 4: The Nightmare Prince,PlayStation4,,80,7.1
Red Steel 2,Wii,,80,8.5
Crash Bandicoot N. Sane Trilogy,PlayStation4,,80,8.4
Ninjatown,DS,,80,8.4
MotoGP '06,Xbox360,,80,7.4
Mad Rat Dead,Switch,,80,8.6
ScourgeBringer,Switch,,80,tbd
Superliminal,PlayStation4,,80,6.9
Mr. Driller: Drill Land,Switch,,80,7.8
A Short Hike,PC,,80,8.4
Dauntless,PlayStation4,2019-05-21,80,3.9
Resident Evil,Switch,2019-05-21,80,8.6
Castlevania Anniversary Collection,XboxOne,2019-05-16,80,7.5
Blazing Beaks,Switch,2019-05-10,80,7.9
Mutant Year Zero: Road to Eden,XboxOne,,80,8.1
The Jackbox Party Pack 5,PlayStation4,,80,tbd
Mega Man 11,Switch,,80,8.6
Octahedron,PlayStation4,,80,6.8
Style Savvy: Styling Star,3DS,,80,7.5
The Legend of Heroes: Trails of Cold Steel,PC,,80,8.2
BioShock: The Collection,PC,,80,7.3
Samorost 3,PC,,80,7.7
Game of Thrones: Episode Six - The Ice Dragon,XboxOne,,80,7.8
The Walking Dead: Season Two Episode 3 - In Harm's Way,PlayStation3,2014-05-13,80,8.3
The Sims 3: Into the Future,PC,,80,5.6
Borderlands 2: Captain Scarlett and Her Pirate's Booty,PC,,80,7.3
Wii Fit Plus,Wii,,80,7.4
LEGO Star Wars: The Complete Saga,Xbox360,,80,7.9
FATE,PC,2005-05-18,80,7.7
Karaoke Revolution,Xbox,,80,6.8
Ultimate Brain Games,GameBoyAdvance,,80,8.5
Disney's Lilo & Stitch,GameBoyAdvance,,80,7.8
2002 FIFA World Cup,PC,,80,7.4
Asheron's Call Dark Majesty,PC,,80,7.4
Mat Hoffman's Pro BMX,PlayStation,2001-05-14,80,8.3
Gran Turismo 5 Prologue,PlayStation3,,80,7.1
MX vs. ATV Unleashed,Xbox,,80,8.3
NHL 14,PlayStation3,,80,6.1
Fable III,Xbox360,,80,6.6
Valorant,PC,,80,5.2
Danganronpa: Trigger Happy Havoc,PlayStationVita,,80,8.7
Skylanders Giants,Xbox360,,80,6.6
Tales From The Borderlands: Episode 1 - Zer0 Sum,PlayStation4,,80,7.8
Call of Duty: Black Ops,Wii,,80,6.1
Mega Man Legacy Collection,XboxOne,,80,8.4
Dragonshard,PC,,80,7.4
This War of Mine: Complete Edition,Switch,,80,8.6
Northgard,PC,,80,7.7
Icewind Dale: Enhanced Edition,PC,,80,7.4
Fall Guys: Ultimate Knockout,PC,,80,7.5
Yo-kai Watch 3,3DS,,80,7.7
Hyper Light Drifter,PlayStation4,,80,7.7
Gravity Rush 2,PlayStation4,,80,8.1
Rogue Aces,Switch,,80,7.6
Far Cry 4,PC,,80,6.9
Castlevania: The Dracula X Chronicles,PSP,,80,8.2
NHL 19,PlayStation4,,80,5.2
Super Time Force Ultra,PC,,80,6.5
Day of Defeat: Source,PC,,80,9.0
Pokemon Sword,Switch,,80,4.6
Battlefield 2142,PC,,80,6.8
Karaoke Revolution Party,GameCube,,80,tbd
Fantasy General II: Invasion,PC,,80,7.2
Super Mega Baseball: Extra Innings,XboxOne,,80,7.1
Skylanders Giants,WiiU,,80,6.2
EA Sports Active More Workouts,Wii,,80,tbd
LEGO Rock Band,DS,,80,7.6
A Boy and His Blob,Wii,,80,8.4
World of Tanks,PC,,80,3.5
Vampire: The Masquerade - Bloodlines,PC,,80,8.9
OneShot,PC,,80,8.8
Score Rush Extended,PlayStation4,2016-05-31,80,7.2
Star Wars: Battlefront,Xbox,,80,8.4
MX Unleashed,PlayStation2,,80,8.8
Kelly Slater's Pro Surfer,Xbox,,80,6.8
NHL 2K2,Dreamcast,,80,8.5
Fire Pro Wrestling,GameBoyAdvance,,80,8.0
Spider-Man,Dreamcast,,80,8.3
Pilotwings 64,Nintendo64,,80,8.0
Need for Speed: Rivals,PlayStation4,,80,6.2
"Warhammer 40,000: Dawn of War II - Retribution",PC,,80,7.7
Zero D Beat Drop,Xbox360,,80,tbd
NHL 16,XboxOne,,80,6.1
Hand of Fate,XboxOne,,80,7.3
ZEN Pinball,PlayStation3,2009-05-14,80,8.0
Dead Rising 2,PlayStation3,,80,6.7
The Red Strings Club,PC,,80,7.5
Valfaris,XboxOne,,80,7.9
"Bury Me, My Love",PC,,80,3.2
Ghost 1.0,PC,,80,7.3
Virtua Tennis 3,Xbox360,,80,7.0
Bit.Trip Beat,Wii,,80,8.4
Pro Evolution Soccer 2012,PlayStation3,,80,6.8
Donkey Kong Country 2,GameBoyAdvance,,80,8.6
Cloning Clyde,Xbox360,,80,8.0
Aaero,XboxOne,,80,6.5
Magic: Duels of the Planeswalkers 2014,PlayStation3,,80,5.8
Pokemon Conquest,DS,,80,8.3
Street Fighter: 30th Anniversary Collection,XboxOne,2018-05-29,80,7.6
Grand Theft Auto Online,Xbox360,,80,5.8
Counter-Strike: Global Offensive,PlayStation3,,80,7.1
NBA Live 06,PSP,,80,7.7
The Legend of Heroes: Trails of Cold Steel,PlayStation4,,80,8.7
Yakuza Kiwami,PC,,80,8.0
Faeria,Switch,,80,7.3
Panzer Corps,PC,,80,7.5
Virtua Tennis 3,PlayStation3,,80,7.8
Trauma Center: Second Opinion,Wii,,80,8.0
Grim Fandango Remastered,PlayStation4,,80,7.8
Battlefield 2: Modern Combat,PlayStation2,,80,8.3
Catherine: Full Body,Switch,,80,7.9
Dragon's Dogma: Dark Arisen,PlayStation3,,80,8.2
Double Fine Happy Action Theater,Xbox360,,80,6.2
Tooth and Tail,PC,,80,7.4
FIFA Soccer 06,PlayStation2,,80,7.8
Madden NFL 19,PlayStation4,,80,2.0
Men of War,PC,,80,8.0
Mega Man Zero / ZX Legacy Collection,PlayStation4,,80,8.1
Blossom Tales: The Sleeping King,Switch,,80,7.9
SSX On Tour,PlayStation2,,80,7.8
Fallen Enchantress: Legendary Heroes,PC,2013-05-22,80,7.7
Medal of Honor Frontline,GameCube,,80,7.6
Call of Duty 3,PlayStation3,,80,6.9
Darkwood,XboxOne,2019-05-17,80,7.8
Dragon's Dogma: Dark Arisen,XboxOne,,80,7.8
Danganronpa V3: Killing Harmony,PlayStationVita,,80,7.4
Star Wars Pinball: Heroes Within,PlayStation4,,80,5.2
Metal Gear Rising: Revengeance,PlayStation3,,80,8.0
The Walking Dead: Episode 4 - Around Every Corner,PC,,80,8.6
Tales of Monkey Island Chapter 4: The Trial and Execution of Guybrush Threepwood,PC,,80,7.5
Penny Arcade Adventures: Episode Two,PC,,80,7.4
ESPN College Hoops,Xbox,,80,6.6
Splashdown: Rides Gone Wild,PlayStation2,,80,8.6
MotoGP 3,PlayStation2,,80,8.1
All-Star Baseball 2004,GameCube,,80,8.2
War of the Monsters,PlayStation2,,80,8.9
Incredible Crisis,PlayStation,,80,8.0
Time Commando,PC,,80,8.3
Tiger Woods PGA Tour 08,Xbox360,,80,7.8
Dragon Age: Origins - Awakening,Xbox360,,80,8.0
Metro: Last Light,Xbox360,2013-05-14,80,8.3
SoulCalibur: Broken Destiny,PSP,,80,6.6
Octopath Traveler,PC,,80,6.5
Lufia: Curse of the Sinistrals,DS,,80,8.1
Links 2004,Xbox,,80,8.5
Ultimate Marvel vs. Capcom 3,PlayStationVita,,80,7.9
Super Bomberman R Online,Stadia,,80,tbd
Telling Lies,Switch,,80,6.4
The Sims 4: Cats & Dogs,PC,,80,4.7
Wasteland 2: Director's Cut,PlayStation4,,80,7.5
Sins of a Solar Empire: Entrenchment,PC,,80,7.3
FIFA Soccer 09 All-Play,Wii,,80,8.4
"Pokemon: Let's Go, Eevee!",Switch,,80,6.2
Spider-Man 2,GameCube,,80,8.4
Lock's Quest,DS,,80,8.3
The Last Story,Wii,,80,8.5
F1 2012,PC,,80,7.2
Untitled Goose Game,PlayStation4,,80,6.8
Nidhogg 2,PC,,80,6.5
The Turing Test,XboxOne,,80,7.3
BOXBOY!,3DS,,80,8.1
WWE SmackDown vs. Raw 2007,PlayStation2,,80,8.7
Kingdom Hearts III,XboxOne,,80,8.3
LEGO City Undercover,WiiU,,80,8.2
Dragon's Crown Pro,PlayStation4,2018-05-15,80,8.0
Luftrausers,PC,,80,6.9
Neon Abyss,Switch,,80,5.2
Arise: A Simple Story,PlayStation4,,80,7.9
Children of Morta,XboxOne,,80,8.4
Borderlands: Game of the Year Edition,XboxOne,,80,7.0
Aaero: Complete Edition,Switch,,80,8.0
The Adventure Pals,XboxOne,,80,7.2
The Walking Dead: Season Two Episode 2 - A House Divided,Xbox360,,80,8.3
Naruto Shippuden: Ultimate Ninja Storm 3 Full Burst,PC,,80,8.1
Stealth Bastard Deluxe,PC,,80,7.7
Kingdoms of Amalur: Reckoning,Xbox360,,80,7.8
Space Invaders Infinity Gene,PlayStation3,,80,7.0
Tom Clancy's Ghost Recon Advanced Warfighter,PC,2006-05-03,80,7.7
Rock Band,Wii,,80,6.2
LEGO Batman: The Videogame,PC,,80,8.0
Catherine Classic,PC,,80,7.7
LEGO Indiana Jones: The Original Adventures,DS,,80,7.9
Valkyrie Profile: Lenneth,PSP,,80,8.7
MLB Power Pros,PlayStation2,,80,8.8
Kirby: Triple Deluxe,3DS,2014-05-02,80,8.6
Stacking,PC,,80,7.6
Snoopy Flying Ace,Xbox360,,80,8.7
The Darkness,PlayStation3,,80,7.7
Age of Wonders III,PC,,80,8.0
Skullgirls: 2nd Encore,Switch,,80,8.3
Life is Strange: Episode 3 - Chaos Theory,PC,2015-05-19,80,8.8
Magic: The Gathering - Duels of the Planeswalkers 2013,Xbox360,,80,7.1
Rocksmith,PlayStation3,,80,8.2
Alwa's Legacy,Switch,,80,8.0
Shantae and the Seven Sirens,PC,2020-05-28,80,6.1
The Golf Club 2019 featuring PGA Tour,XboxOne,,80,4.9
The Legend of Heroes: Trails in the Sky SC,PC,,80,8.8
FIFA Soccer 06,GameCube,,80,8.2
inFamous: Second Son,PlayStation4,,80,8.0
Guitar Hero Live,PlayStation4,,80,6.2
Tom Clancy's The Division,XboxOne,,80,6.9
Proteus,PC,,80,5.6
Hot Shots Tennis: Get a Grip,PSP,,80,8.2
Heave Ho,Switch,,80,8.3
Armello,Switch,,80,7.9
Life is Strange: Before the Storm - Episode 1: Awake,PC,,80,7.6
Candle,PC,,80,7.7
Hitman: Contracts,PlayStation2,,80,8.2
Medal of Honor Infiltrator,GameBoyAdvance,,80,7.2
Rock 'N Roll Racing,GameBoyAdvance,,80,8.7
Pro Race Driver,Xbox,,80,7.2
James Bond 007: NightFire,GameCube,,80,8.5
Robin Hood: The Legend of Sherwood,PC,,80,8.5
Kelly Slater's Pro Surfer,GameCube,,80,8.2
Soldier of Fortune II: Double Helix,PC,2002-05-20,80,7.1
World Rally Championship,PlayStation2,,80,8.3
Baseball Advance,GameBoyAdvance,,80,7.8
Max Payne,PlayStation2,,80,8.4
Oddworld: Munch's Oddysee,Xbox,,80,8.7
RollerCoaster Tycoon: Loopy Landscapes,PC,,80,8.7
Madden NFL 15,XboxOne,,80,6.2
Madden NFL 15,XboxOne,,80,6.2
Ys: The Oath in Felghana,PSP,,80,8.5
Dicey Dungeons,PC,,80,8.0
1979 Revolution: Black Friday,PC,,80,7.5
Space Invaders Infinity Gene,Xbox360,,80,8.5
Toki Tori,PC,,80,7.6
UEFA EURO 2008,Xbox360,2008-05-19,80,8.4
Beaterator,PSP,,80,7.8
Ys Seven,PC,,80,7.5
Lunar: Silver Star Harmony,PSP,,80,8.1
Atelier Rorona Plus: The Alchemist of Arland,PlayStation3,,80,7.9
Alan Wake: The Writer,Xbox360,,80,7.4
AI: The Somnium Files,PlayStation4,,80,8.9
RoboBlitz,PC,,80,7.7
Lazy Raiders,Xbox360,,80,7.6
The Bigs 2,PlayStation3,,80,7.8
Superliminal,XboxOne,,80,9.6
Life is Strange 2: Episode 1 - Roads,XboxOne,,80,5.1
Pro Evolution Soccer 2019,PC,,80,5.8
Cities: Skylines - Natural Disasters,PC,,80,6.1
The Evil Within: The Assignment,PlayStation4,,80,8.2
Wargame: AirLand Battle,PC,2013-05-29,80,8.0
Football Manager 2015,PC,,80,6.1
TrackMania United,PC,,80,8.8
The Suffering,PC,,80,8.1
Pac-Man Championship Edition 2 Plus,Switch,,80,7.7
MLB,PSP,,80,7.9
Pro Evolution Soccer 2014,Xbox360,,80,4.2
Tom Clancy's The Division,PlayStation4,,80,7.0
Dead or Alive 5 Plus,PlayStationVita,,80,8.1
Lumines Remastered,PlayStation4,,80,4.4
Gish,PC,,80,7.1
Arise: A Simple Story,XboxOne,,80,7.8
Downwell,PlayStation4,2016-05-24,80,7.1
Axiom Verge,PC,2015-05-14,80,7.7
Dark Souls II: Crown of the Sunken King,Xbox360,,80,8.1
LEGO Star Wars: The Complete Saga,DS,,80,6.2
Rabi-Ribi,PlayStation4,,80,7.2
The Walking Dead: The Telltale Series - A New Frontier Episode 2: Ties That Bind Part Two,PlayStation4,,80,6.6
NBA Live 10,Xbox360,,80,7.7
Battlefield 2: Modern Combat,Xbox,,80,8.2
Driver: San Francisco,PC,,80,7.2
Geometry Wars: Galaxies,Wii,,80,8.1
Wii Fit,Wii,2008-05-19,80,7.7
King's Quest Chapter 1: A Knight to Remember,XboxOne,,80,7.8
Stealth Inc: A Clone in the Dark,PlayStation3,,80,7.8
Hatsune Miku: Project Mirai DX,3DS,,80,8.2
Nobunaga's Ambition: Sphere of Influence,PlayStation4,,80,7.6
The Corporate Machine,PC,,80,6.8
Bit.Trip Core,Wii,,80,8.1
Game of Thrones: Episode Four - Sons of Winter,XboxOne,2015-05-26,80,7.1
Dungeons & Dragons: Chronicles of Mystara,PC,,80,6.9
Sonic's Ultimate Genesis Collection,PlayStation3,,80,8.5
Final Fantasy Crystal Chronicles: My Life as a King,Wii,2008-05-12,80,7.0
Elite: Dangerous,XboxOne,,80,7.1
Hellblade: Senua's Sacrifice,Switch,,80,7.4
Unforeseen Incidents,PC,2018-05-24,80,7.1
FAR: Lone Sails,PC,2018-05-17,80,7.8
